논문 기관명,실제 기관명,상위 기관명,국가,ROR ID,논문 수,근거,검토 필요
The Hang Seng University of Hong Kong,Hang Seng University of Hong Kong,,Hong Kong,04fa64g55,1,scopus+pdf,
"School of Computer and Computing Sci- ence, Hangzhou City University, China",Hangzhou City University,,China,01wck0s05,1,scopus+pdf,
"Zuoyue Honors College, Hangzhou Dianzhi University, Hangzhou, China",Hangzhou Dianzhi University,,China,,1,scopus+pdf,
Hangzhou Dianzi University,Hangzhou Dianzi University,,China,0576gt767,1,scopus+pdf,
Hangzhou First People's Hospital,Hangzhou First People's Hospital,,China,05pwsw714,1,openalex,
"Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security, Hangzhou, Zhejiang, China",Hangzhou High-Tech Zone (Binjiang) Institute,,China,,1,scopus+pdf,
Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,Hangzhou High-Tech Zone (Binjiang) Institute,,China,,1,scopus+pdf,
Hangzhou Hospital of Zhejiang Armed Police Corps,Hangzhou Hospital of Zhejiang Armed Police Corps,,China,,1,scopus-unconfirmed,
"Hangzhou Institute for Advanced Study, UCAS",Hangzhou Institute,,,,1,scopus+pdf,
Hangzhou Normal University,Hangzhou Normal University,,China,014v1mr15,1,scopus+pdf,
Unitree Robotics,"Hangzhou Yushu Technology Co., Ltd.",,China,051vakf19,1,scopus+pdf,
"Joint Laboratory of Embodied AI and Humanoid Robots, BIGAI & Unitree Robotics","Hangzhou Yushu Technology Co., Ltd.",,China,051vakf19,1,scopus+pdf,
"Joint Laboratory of Embodied AI and Humanoid Robots, BIGAI & UniTree Robotics","Hangzhou Yushu Technology Co., Ltd.",,China,051vakf19,1,scopus+pdf,
Hannover Medical School,Hannover Medical School,,Germany,00f2yqf98,1,scopus+pdf,
"Hanoi University of Science and Technology, Hanoi, Viet- nam",Hanoi University of Science and Technology,,Vietnam,04nyv3z04,1,scopus+pdf,
Hanover College,Hanover College,,United States,00vc14296,1,openalex,
Hanshan Normal University 7,Hanshan Normal University,,China,05tqaz865,1,pdf,
"Department of Bionano Technology, Hanyang University, Ansan 426-791, South Korea",Hanyang University,,South Korea,046865y68,1,scopus+pdf,
"College of Medicine, Hanyang University, Seoul, Republic of Korea",Hanyang University,,South Korea,046865y68,1,scopus+pdf,
Hanyang University ERICA Campus,Hanyang University ERICA Campus,Hanyang University,South Korea,,1,scopus-unconfirmed,
"College of Intelligent Systems Science and Engineering, Harbin Engineering University",Harbin Engineering University,,China,03x80pn82,1,scopus+pdf,
"College of Computer Science and Technology, Harbin Engineering University",Harbin Engineering University,,China,03x80pn82,1,scopus+pdf,
♡Harbin Institute of Technology,Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"♠Harbin Institute of Technology, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"and D. Zhao are with the Faculty of Computing, Harbin Institute of Technology, Harbin 150001, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
Zongwu Xie1 1Harbin Institute of Technology 2Tongji University †Equal Advising,Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"School of Medicine and Health, Harbin Institute of Technology",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"School of Management, Harbin Institute of Technology",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"School of Computer Science and Technology, Harbin Institute of Technology",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"School of Astronautics, Harbin Institute of Technology",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"MeiTuan 2Faculty of Computing, Harbin Institute of Technology",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"LARG, Research Center for Social Computing and Interactive Robotics, Harbin Institute of Technology",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Institute of Computing and Intelligence, Harbin Institute of Technology, Shenzhen",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Harbin Institute of Technology, .edu.cn",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Harbin Institute of Technology, Shenzhen",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Harbin Institute of Technology, Harbin, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Harbin Institute of Technology, Harbin 150001, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Harbin Institute of Technology, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Harbin Institute of Technology, 5 Xian Jiao Tong University, 6 Chinese Academy of Sciences",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
Harbin Institute of Technology Shenzhen,Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
Harbin Institute of Technology (Shenzhen),Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Faculty of Computing, Harbin Institute of Technology",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Department of Mechanical Engineering and Automation, Harbin Institute of Technology, Shenzhen, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"BAAI, 2 University of Sydney, 3 Harbin Institute of Technology",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Harbin Institute of Technology, Shen- zhen",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Institute for Advanced Study in Mathematics, Harbin Institute of Technology, Harbin, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Harbin Institute of Tech- nology, Harbin, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"Shenzhen Key Laboratory of Visual Ob- ject Detection and Recognition, Harbin Institute of Technology, Shenzhen, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"School of Cyberspace Science, Harbin In- stitute of Technology, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"School of Science, Harbin Institute of Technology, Shenzhen, China, .edu.cn",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
"School of Intelligence Science and Engineering, Harbin Institute of Tech- nology, Shenzhen, China",Harbin Institute of Technology,,China,01yqg2h08,1,scopus+pdf,
Harbin Medical University,Harbin Medical University,,China,05jscf583,1,scopus+pdf,
Harbin University of Science and Technology,Harbin University of Science and Technology,,China,04e6y1282,1,openalex,
Hartford Hospital,Hartford Hospital,,United States,00gt5xe03,1,openalex,
"Harvard Business School, 211 Rock Center, Boston, MA 02163 (",Harvard Business School,Harvard University,United States,,1,scopus+pdf,
"Harvard College, Harvard University, Cambridge, MA",Harvard College,Harvard University,United States,,1,scopus+pdf,
Harvard College,Harvard College,Harvard University,United States,,1,scopus+pdf,
in the Global Clinical Scholars’ Research Training certificate program of Harvard Medical School,Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Simon Talbot, Brigham and Women’s Hospital and Harvard Medical School, United States",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Program in Neuroscience, Harvard Medical School; Boston, MA, 02114, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
Massachusetts General Hospital and Harvard Medical School,Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Biomedical Informatics, Harvard Medical School",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
Harvard Medical School,Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
Harvard Medical School 38 2.001 1439 19,Harvard Medical School,Harvard University,United States,03wevmz92,1,pdf,
"Harvard Medical School, Boston, MA, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
Harvard Medical School,Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Genetics, Harvard Med- ical School, Boston, 02115, MA, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
Table 1. Most prolific affiliations and countries. Affiliation N Country N Harvard Medical School,Harvard Medical School,Harvard University,United States,03wevmz92,1,pdf,
Harvard Medical School,Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Biomedical Informatics, Harvard Medical School, Boston, MA, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Systems Biology, Harvard Medical School, Boston, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Systems Biology, Harvard Medical School, Boston, MA 02115, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,pdf,
"Department of Systems Biology, Har- vard Medical School, Boston, MA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Biomedical Informatics, Harvard Medical School, Boston, MA 02115, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Biomedical Informatics, Harvard Medical School",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Biomed- ical Informatics, Harvard Medical School, Boston, MA, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"A.A. Martinos Center for Biomedical Imaging Harvard Medical School, Massachusetts, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Systems Biology, Harvard Medical School, Boston, MA, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Harvard Medical School, Boston, MA, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Biomedical Informatics, Harvard Medical School, Boston, MA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Biomedical Informatics, Harvard Med- ical School, Boston, MA, USA",Harvard Medical School,Harvard University,United States,03wevmz92,1,scopus+pdf,
"Department of Population Medicine, Harvard Pilgrim Health Care Institute and Harvard Medical School",Harvard Pilgrim Health Care Institute,,,,1,scopus+pdf,
"is with Harvard University and NBER, Rebecca Diamond is with Stanford",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"School of Engineering and Applied Sciences, Harvard University, Cambridge, Massachusetts, 02138, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"School of Engineering and Applied Sciences, Harvard University, Cambridge, Massachusetts 02138, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Kempner Institute for the Study of Natural and Artificial Intelligence, Harvard University, Cambridge, MA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"John A. Paulson School of Engineering and Applied Sciences, Harvard University, Boston, MA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
Harvard T.H. Chan School of Public Health,Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Harvard Ophthalmology AI Lab, Harvard University",Harvard University,,United States,03vek6s52,1,scopus+pdf,
,Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Department of Physics, Harvard University, Cambridge, MA 02138, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Department of Chemistry and Chemical Biology, Harvard University; Cambridge, MA, 02138, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
Harvard University,Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Kempner In- stitute for the Study of Natural and Artificial Intelligence, Har- vard University, Allston, MA, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Harvard University, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
Harvard University,Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Graduate Program in Biophysics, Harvard University, Cambridge, MA, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
,Harvard University,,United States,03vek6s52,1,pdf,
"Kempner Institute for the Study of Natural and Artificial Intelligence, Harvard University, Allston, MA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Department of Physics, Harvard University, MA 02138 Cambridge, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Kempner Institute, Harvard University",Harvard University,,United States,03vek6s52,1,scopus+pdf,
,Harvard University,,United States,03vek6s52,1,scopus+pdf,
Harvard University,Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Faculty of Arts and Sciences, Harvard University, Cambridge, MA, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"School of Engineering and Applied Sciences, Harvard University",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"School of Engineering and Ap- plied Sciences, Harvard University, Cambridge, MA, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Harvard University, MA, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Department of Chemistry and Chem- ical Biology, Harvard University, Cambridge, MA, USA",Harvard University,,United States,03vek6s52,1,scopus+pdf,
"Data Science Initiative & Depart- ment of Health Care Policy, Harvard University",Harvard University,,United States,03vek6s52,1,scopus+pdf,
Harvard University,Harvard University,,United States,03vek6s52,1,scopus+pdf,
Harvard University,Harvard University,,United States,03vek6s52,1,scopus+pdf,
Harvard University 2009 25,Harvard University,,United States,03vek6s52,1,pdf,
